tconst,Id_TMDB,Titre,Titre Original,Date de sortie,Durée,Budget,Recettes,Pays d'origine,Langue Originale,Moyenne des votes,Nombre de votants,Popularité,Résumé,Lien_vidéo,Affiche du Film,Genres,Mots clés,Pays_production,Société_production,Logo,Mots_cles_top5,Société_production_top5,Annee_sortie
tt1972591,274857,Le Roi Arthur : La Légende d'Excalibur,King Arthur: Legend of the Sword,2017-05-10,126,175000000.0,149175066.0,US,en,6.5,5899.0,8.5,"Jeune homme futé, Arthur tient les faubourgs de Londinium avec sa bande, sans soupçonner le destin qui l'attend – jusqu'au jour où il s'empare de l'épée Excalibur et se saisit, dans le même temps, de son avenir. Mis au défi par le pouvoir du glaive, Arthur est aussitôt contraint de faire des choix difficiles. Rejoignant la Résistance et une mystérieuse jeune femme du nom de Guenièvre, il doit apprendre à maîtriser l'épée, à surmonter ses démons intérieurs et à unir le peuple pour vaincre le tyran Vortigern, qui a dérobé sa couronne et assassiné ses parents – et, enfin, accéder au trône…",https://www.youtube.com/watch?v=PPkWCYSPn54,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fu0S8OzsMzcuK5HjopHceTIF61J.jpg,"Action,Adventure,Drama","sword, legend, camelot, knight, king arthur, king, excalibur, sword and sorcery, arthur",United States of America,"Village Roadshow Pictures, Weed Road Pictures, Wigram Productions, Safehouse Pictures, Warner Bros. Pictures","https://image.tmdb.org/t/p/w300/at4uYdwAAgNRKhZuuFX8ShKSybw.png, https://image.tmdb.org/t/p/w300/iafkKMpcRfEXq9a4sQf0h6tg2E2.png, https://image.tmdb.org/t/p/w300/2trboP7Exx3LEQqSHoo1sAmsC1i.png, https://image.tmdb.org/t/p/w300/ingPVoHnINIrFR7WHmYux1f5pES.png",sword,"Village Roadshow Pictures,Warner Bros. Pictures",2017
tt1981115,76338,Thor : Le Monde des ténèbres,Thor: The Dark World,2013-10-30,112,170000000.0,644783140.0,US,en,6.5,17925.0,5.2,"Thor se bat pour restaurer l’ordre à travers l’univers… Mais une ancienne race menée par le menaçant Malekith revient pour précipiter l’univers dans les ténèbres. Face à un ennemi auquel même Odin et Asgard ne peuvent résister, Thor doit s’embarquer dans son plus périlleux voyage jusqu’à ce jour, au cours duquel il retrouvera Jane Foster et sera contraint de tout sacrifier pour sauver l'humanité.",https://www.youtube.com/watch?v=dURsTuJYAJY,https://image.tmdb.org/t/p/w600_and_h900_bestv2/eAIGX0nlwlb5sMb4uDRGNFqMyG9.jpg,"Action,Adventure,Fantasy","superhero, based on comic, hostile takeover, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mythological place",United States of America,Marvel Studios,https://image.tmdb.org/t/p/w300/hUzeosd33nzE5MCNsZxCGEKTXaQ.png,"superhero,based on comic,aftercreditsstinger,duringcreditsstinger,marvel cinematic universe (mcu)",Marvel Studios,2013
tt5886046,522681,Escape game,Escape Room,2019-01-03,100,9000000.0,155712077.0,US,en,6.5,4897.0,10.8,Six personnes se retrouvent dans une situation incontrôlable ou seule leur intelligence leur permettra de survivre.,https://www.youtube.com/watch?v=yFXsPXLf7UQ,https://image.tmdb.org/t/p/w600_and_h900_bestv2/92vI43ICUx0lEPE4me1KtpHbyyJ.jpg,"Action,Adventure,Horror","chicago, illinois, key, riddle, code, puzzle, game, clue, magnet, box, cube, escape room, traumatized person, teamwork, mysterious box, sliding puzzle, pool table, death game, tense",United States of America,"Columbia Pictures, Original Film","https://image.tmdb.org/t/p/w300/71BqEFAF4V3qjjMPCpLuyJFB9A.png, https://image.tmdb.org/t/p/w300/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png","illinois,game,tense","Columbia Pictures,Original Film",2019
tt2404435,333484,Les Sept Mercenaires,The Magnificent Seven,2016-09-14,132,90000000.0,162400000.0,US,en,6.5,6182.0,6.0,"L’industriel Bartholomew Bogue règne en maître sur la petite ville de Rose Creek. Pour mettre fin au despotisme de l’homme d’affaires, les habitants, désespérés, engagent sept hors-la-loi, chasseurs de primes, joueurs et tueurs à gages – Sam Chisolm, Josh Farraday, Goodnight Robicheaux, Jack Horne, Billy Rocks, Vasquez, et Red Harvest. Alors qu’ils se préparent pour ce qui s’annonce comme une confrontation sans pitié, ces sept mercenaires prennent conscience qu’ils se battent pour bien autre chose que l’argent…",https://www.youtube.com/watch?v=DbKBtz95rDI,https://image.tmdb.org/t/p/w600_and_h900_bestv2/sAZUy1rKscwYCyGTp16errPxji6.jpg,"Action,Adventure,Drama","remake, angry",United States of America,"Metro-Goldwyn-Mayer, Columbia Pictures, LStar Capital, Village Roadshow Pictures, Pin High, Escape Artists","https://image.tmdb.org/t/p/w300/usUnaYV6hQnlVAXP6r4HwrlLFPG.png, https://image.tmdb.org/t/p/w300/71BqEFAF4V3qjjMPCpLuyJFB9A.png, https://image.tmdb.org/t/p/w300/at4uYdwAAgNRKhZuuFX8ShKSybw.png, https://image.tmdb.org/t/p/w300/gzvsPHV9WqcQMrvI8pq5hbuvEZ5.png","remake,angry","Metro-Goldwyn-Mayer,Columbia Pictures,LStar Capital,Village Roadshow Pictures,Escape Artists",2016
tt3385516,246655,X-Men : Apocalypse,X-Men: Apocalypse,2016-05-18,144,178000000.0,543934787.0,US,en,6.5,13448.0,8.7,"Depuis les origines de la civilisation, Apocalypse, le tout premier mutant, a absorbé de nombreux pouvoirs, devenant à la fois immortel et invincible, adoré comme un dieu. Se réveillant après un sommeil de plusieurs milliers d’années et désillusionné par le monde qu’il découvre, il réunit de puissants mutants dont Magneto pour nettoyer l’humanité et régner sur un nouvel ordre. Raven et Professeur X vont joindre leurs forces pour affronter leur plus dangereux ennemi et sauver l’humanité d’une destruction totale.",https://www.youtube.com/watch?v=BvMRkp5tYhA,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xb7L5jvBdUaQzUjBglutxzHZDQp.jpg,"Action,Adventure,Sci-Fi","hero, superhero, mutant, based on comic, superhuman, super power, superhero team, world domination, aftercreditsstinger, 1980s, appreciative",United States of America,"The Donners' Company, Bad Hat Harry Productions, Genre Films, Hutch Parker Entertainment, 20th Century Fox, Marvel Entertainment, TSG Entertainment","https://image.tmdb.org/t/p/w300/6dcR1MbRqYgt3jUVYxkHe68GFnZ.png, https://image.tmdb.org/t/p/w300/xWE982LvaAmBQffyRGkaGg7qNK5.png, https://image.tmdb.org/t/p/w300/Aqomtf9oh5dKtxBNEagkdlp3aGv.png, https://image.tmdb.org/t/p/w300/1AvZ17QgpvN8zGI06ZWoN6gJeDH.png, https://image.tmdb.org/t/p/w300/qZCc1lty5FzX30aOCVRBLzaVmcp.png, https://image.tmdb.org/t/p/w300/837VMM4wOkODc1idNxGT0KQJlej.png, https://image.tmdb.org/t/p/w300/qx9K6bFWJupwde0xQDwOvXkOaL8.png","hero,superhero,mutant,based on comic,super power,superhero team,aftercreditsstinger,1980s,appreciative","The Donners' Company,Genre Films,20th Century Fox,Marvel Entertainment,TSG Entertainment",2016
tt1872181,102382,The Amazing Spider-Man : Le Destin d'un héros,The Amazing Spider-Man 2,2014-04-16,142,200000000.0,708962323.0,US,en,6.5,13834.0,14.9,"Peter Parker a une vie très occupée partagée entre son combat contre les vilains et la personne qu’il aime, Gwen. Il attend donc son diplôme de fin de lycée avec impatience. Peter n’a pas oublié la promesse qu’il a faite au père de Gwen : la protéger en restant hors de son existence. Une promesse qu’il ne peut pas tenir. Les choses vont changer pour Peter quand un nouveau vilain fait son apparition, Electro, quand un vieil ami fait son retour, Harry Osborn, et quand Peter découvre de nouveaux indices sur son passé.",https://www.youtube.com/watch?v=S1Bc9Dw5EY0,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rZ47R21ZGNTGr5ORxdMmxQWdcFn.jpg,"Action,Adventure,Sci-Fi","experiment, obsession, superhero, based on comic, sequel, electrocution, super power",United States of America,"Columbia Pictures, Matt Tolmach Productions, Arad Productions, Marvel Entertainment","https://image.tmdb.org/t/p/w300/71BqEFAF4V3qjjMPCpLuyJFB9A.png, https://image.tmdb.org/t/p/w300/nx8B3Phlcse02w86RW4CJqzCnfL.png, https://image.tmdb.org/t/p/w300/837VMM4wOkODc1idNxGT0KQJlej.png","experiment,superhero,based on comic,sequel,super power","Columbia Pictures,Arad Productions,Marvel Entertainment",2014
tt1462764,335977,Indiana Jones et le Cadran de la destinée,Indiana Jones and the Dial of Destiny,2023-06-25,154,294700000.0,383963057.0,US,en,6.5,3866.0,9.9,"1969. Après avoir passé plus de dix ans à enseigner au Hunter College de New York, l'estimé docteur Jones, professeur d'archéologie, est sur le point de prendre sa retraite et de couler des jours paisibles. Tout bascule après la visite surprise de sa filleule Helena Shaw, qui est à la recherche d'un artefact rare que son père a confié à Indy des années auparavant : le fameux cadran d'Archimède, une relique qui aurait le pouvoir de localiser les fissures temporelles. En arnaqueuse accomplie, Helena vole l’objet et quitte précipitamment le pays afin de le vendre au plus offrant. Indy n'a d'autre choix que de se lancer à sa poursuite. Il ressort son fédora et son blouson de cuir pour une dernière virée...",https://www.youtube.com/watch?v=4tvtYAMPsxI,https://image.tmdb.org/t/p/w600_and_h900_bestv2/64TyGedJPmfwfO0dIQWFDLIw1U7.jpg,"Action,Adventure,Sci-Fi","melancholy, treasure hunt, ancient rome, sequel, flashback, knife fight, archaeologist, adventurer, 1960s, nazi germany, action adventure, bold",United States of America,Lucasfilm Ltd.,https://image.tmdb.org/t/p/w300/tlVSws0RvvtPBwViUyOFAO0vcQS.png,"melancholy,sequel,flashback,adventurer,1960s,bold",,2023
tt1104001,20526,Tron : L'Héritage,TRON: Legacy,2010-12-14,127,170000000.0,409912892.0,US,en,6.5,7606.0,8.5,"Sam Flynn, 27 ans, est le fils expert en technologie de Kevin Flynn. Cherchant à percer le mystère de la disparition de son père, il se retrouve aspiré dans ce même monde de programmes redoutables et de jeux mortels où vit son père depuis 25 ans. Avec la fidèle confidente de Kevin, père et fils s'engagent dans un voyage où la mort guette, à travers un cyber univers époustouflant visuellement, devenu plus avancé technologiquement et plus dangereux que jamais...",https://www.youtube.com/watch?v=-e4dsfdYJ7E,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vab8CIxaJ6DLE7u2tdLSm9nnGB9.jpg,"Action,Adventure,Sci-Fi","artificial intelligence (a.i.), computer program, secret identity, dystopia, simulation, super computer, utopia, deception, computer simulation, sequel, computer game, 80s style, autocracy, adoring, awestruck",United States of America,"Walt Disney Pictures, Sean Bailey Productions",https://image.tmdb.org/t/p/w300/wdrCwmRnLFJhEoH8GSfymY85KHT.png,"artificial intelligence (a.i.),secret identity,dystopia,sequel,adoring,awestruck",Walt Disney Pictures,2010
tt1731141,80274,La Stratégie Ender,Ender's Game,2013-10-24,114,110000000.0,125537191.0,US,en,6.6,6065.0,5.1,"Dans un futur proche, des extraterrestres hostiles, les Doryphores, ont attaqué la Terre. Sans l’héroïsme de Mazer Rackham, le commandant de la Flotte Internationale, le combat aurait été perdu. Depuis, le très respecté colonel Graff et les forces militaires terriennes entraînent les enfants les plus doués dès leur plus jeune âge, afin de découvrir dans leurs rangs celui qui pourra faire face à la prochaine attaque. Ender Wiggin, garçon aussi timide que brillant, est sélectionné pour rejoindre l’élite. À l’École de Guerre, Ender apprend rapidement à maîtriser des jeux de guerre de plus en plus difficiles où son sens de la stratégie fait merveille. Graff ne tarde pas à le considérer comme le meilleur espoir des forces humaines. Il ne lui manque plus qu’à être formé par Mazer Rackham lui-même, pour conduire ses frères d’armes dans une bataille épique qui décidera du sort de la Terre et de l’humanité...",https://www.youtube.com/watch?v=KkYdRG0vLrM,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7AamR77wzPwwaRzGDWzMxDywKwG.jpg,"Action,Adventure,Sci-Fi","based on novel or book, fight, starship, intolerance, war strategy, chosen one, earth, child prodigy, futuristic, space, alien invasion, universe, military school, adventurer, morality tale, based on young adult novel, boy group, starships, complicated, disheartening, frustrated",United States of America,"Digital Domain, Chartoff Productions, Taleswapper, K/O Paper Products, OddLot Entertainment",https://image.tmdb.org/t/p/w300/fvQzPr1XM8wq0qp8Rt7Z68rdhAZ.png,"based on novel or book,fight,space,alien invasion,adventurer,based on young adult novel,frustrated",,2013
tt2017038,152747,All Is Lost,All Is Lost,2013-08-23,105,9000000.0,6108720.0,US,en,6.6,1696.0,3.4,"Au cours d'un voyage en solitaire à travers l'Océan Indien, un homme découvre à son réveil que la coque de son voilier de 12 mètres a été percée lors d'une collision avec un container flottant à la dérive. Privé de sa radio et de son matériel de navigation, l'homme se laisse prendre dans une violente tempête. Malgré ses réparations, son génie marin et une force physique défiant les années, il y survit de justesse. Avec un simple sextant et quelques cartes marines pour établir sa position, il doit s'en remettre aux courants pour espérer se rapprocher d'une voie de navigation et héler un navire de passage. Mais le soleil implacable, la menace des requins et l'épuisement de ses maigres réserves forcent ce marin forcené à regarder la mort en face.",https://www.youtube.com/watch?v=fOP7Ge3X0nM,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7yPNj5Xdj1Vl3Edyl3mzWYZMzgE.jpg,"Action,Adventure,Drama","sea, alone, struggle for survival, sailor, storm at sea, unconsciousness, life raft, container, navigation, emergency, distress, indian ocean, survival at sea",United States of America,"Black Bear Pictures, Treehouse Pictures, FilmNation Entertainment, Sudden Storm Productions, Before the Door Pictures, Washington Square Films","https://image.tmdb.org/t/p/w300/v37N1mFeXNQfvPankg3feBhVvM7.png, https://image.tmdb.org/t/p/w300/2D5VOYRTCnZXIcHVYsHXSWTuH6T.png, https://image.tmdb.org/t/p/w300/fHitYiGUCkRafgt6VPYQlXWLkdp.png, https://image.tmdb.org/t/p/w300/2YobmEkVFAcw368uz6Ie1sGP2C8.png",,FilmNation Entertainment,2013
tt1136617,800158,The Killer,The Killer,2023-10-25,118,175000000.0,362113.0,US,en,6.6,2567.0,7.5,"Après un désastre évité de justesse, un tueur se bat contre ses employeurs et lui-même, dans une mission punitive à travers le monde qui n'a soi-disant rien de personnel.",https://www.youtube.com/watch?v=NjEVqB9jojw,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8L1UfKriUAdz0uJVTpQxdEuBWe4.jpg,"Action,Adventure,Crime","sniper, new york city, assassin, airport, paris, france, hitman, new orleans, louisiana, dark comedy, client, product placement, sociopath, revenge, murder, fate, lawyer, brutality, based on graphic novel, character study, perfectionist, hired killer, empathy, dominican republic, assassination attempt, cold blooded killer, detached, tampa, florida, satirical, manhunt, international manhunt, precision, gig economy, dark, clinical, psychological, secret, violence, suspenseful, intense, audacious, wry",United States of America,Netflix,https://image.tmdb.org/t/p/w300/tyHnxjQJLH6h4iDQKhN5iqebWmX.png,"sniper,new york city,assassin,paris,france,hitman,dark comedy,revenge,murder,fate,lawyer,brutality,based on graphic novel,florida,satirical,violence,suspenseful,intense,audacious",,2023
tt9218128,558449,Gladiator II,Gladiator II,2024-11-13,148,310000000.0,462180717.0,US,en,6.6,4005.0,18.0,"Des années après avoir assisté à la mort du héros vénéré Maximus aux mains de son oncle, Lucius est forcé d'entrer dans le Colisée lorsque son pays est conquis par les empereurs tyranniques qui gouvernent désormais Rome d'une main de fer. La rage au cœur et l'avenir de l'Empire en jeu, Lucius doit se tourner vers son passé pour trouver la force et l'honneur de rendre la gloire de Rome à son peuple.",https://www.youtube.com/watch?v=ggVstyjWMR0,https://image.tmdb.org/t/p/w600_and_h900_bestv2/sUnGXbEdXlgHlK3EkmB5w2NiLlc.jpg,"Action,Adventure,Drama","gladiator, roman empire, ancient rome, sequel, evil tyrant, sword and sandal, sword fighting, second part, arrogant",United States of America,"Paramount Pictures, Scott Free Productions, Lucy Fisher/Douglas Wick Productions","https://image.tmdb.org/t/p/w300/lH1dIv66K2BLgyDa3I3Pj6Q2Lre.png, https://image.tmdb.org/t/p/w300/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png",sequel,"Paramount Pictures,Scott Free Productions",2024
tt0439572,298618,The Flash,The Flash,2023-06-13,144,220000000.0,271333313.0,US,en,6.6,4762.0,11.3,"Les mondes entrent en collision lorsque Barry, alias ""The Flash"", utilise ses pouvoirs pour voyager dans le temps afin de changer les événements du passé. Mais lorsque sa tentative de sauver sa famille modifie par inadvertance le futur, Barry se retrouve piégé dans une réalité où le Général Zod est revenu, avide de destruction, et il n'y a aucun super-héros vers qui se tourner. Enfin, à moins que Barry ne puisse faire sortir un Batman très différent de sa retraite et arrive à sauver un Kryptonien emprisonné… mais pas celui qu'il recherche. En fin de compte, pour sauver le monde dans lequel il se trouve et retourner dans le futur qu'il connaît, le seul espoir de Barry est de foncer. Mais faire le sacrifice ultime suffira-t-il à réinitialiser l'univers ?",https://www.youtube.com/watch?v=jnZALBaXOe0,https://image.tmdb.org/t/p/w600_and_h900_bestv2/azio74W2qw7bNg7ePqzkWywwK1n.jpg,"Action,Adventure,Fantasy","hero, secret identity, superhero, time travel, based on comic, superhuman, super power, aftercreditsstinger, butterfly effect, dc extended universe (dceu), superhuman abilities, loss of mother, admiring",United States of America,"Warner Bros. Pictures, Double Dream, The Disco Factory, DC Films","https://image.tmdb.org/t/p/w300/ingPVoHnINIrFR7WHmYux1f5pES.png, https://image.tmdb.org/t/p/w300/bdtAEMJpIaVW78c78POabARpotx.png, https://image.tmdb.org/t/p/w300/13F3Jf7EFAcREU0xzZqJnVnyGXu.png","hero,secret identity,superhero,time travel,based on comic,super power,aftercreditsstinger,admiring","Warner Bros. Pictures,DC Films",2023
tt3778644,348350,Solo: A Star Wars Story,Solo: A Star Wars Story,2018-05-15,135,250000000.0,392952373.0,US,en,6.6,9009.0,5.3,"Embarquez à bord du Faucon Millenium et partez à l’aventure en compagnie du plus célèbre vaurien de la galaxie. Au cours de périlleuses aventures dans les bas-fonds d’un monde criminel, Han Solo va faire la connaissance de son imposant futur copilote Chewbacca et croiser la route du charmant escroc Lando Calrissian… Ce voyage initiatique révèlera la personnalité d’un des héros les plus marquants de la saga Star Wars.",https://www.youtube.com/watch?v=mJUsd9D9NW0,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oMCIfJMezZeJvLK124uj4T0BpAy.jpg,"Action,Adventure,Sci-Fi","spacecraft, smuggling (contraband), prequel, spin off, space opera",United States of America,Lucasfilm Ltd.,https://image.tmdb.org/t/p/w300/tlVSws0RvvtPBwViUyOFAO0vcQS.png,"spacecraft,prequel,spin off,space opera",,2018
