tconst,Id_TMDB,Titre,Titre Original,Date de sortie,Durée,Budget,Recettes,Pays d'origine,Langue Originale,Moyenne des votes,Nombre de votants,Popularité,Résumé,Lien_vidéo,Affiche du Film,Genres,Mots clés,Pays_production,Société_production,Logo,Mots_cles_top5,Société_production_top5,Annee_sortie
tt1335975,64686,47 Ronin,47 Ronin,2013-12-06,119,175000000.0,151783839.0,US,en,6.2,4004.0,3.6,"Un perfide seigneur de guerre ayant tué leur maître et banni leur tribu, 47 samouraïs errants jurent de se venger et de restaurer l'honneur de leurs compatriotes. Arrachés à leurs foyers et perdus aux quatre coins des terres connues, cette poignée de rebelles se voit contrainte de recourir à l'aide de Kai - un demi sang qu'ils avaient jadis renié - lors de leur combat à travers un univers violent, peuplé de monstres mythologiques, de métamorphoses maléfiques et d'effroyables dangers. Cet exil sera l'occasion pour cet esclave rejeté de se révéler leur arme la plus redoutable, et de devenir la figure héroïque qui donnera à cette troupe d'insoumis l'énergie de marquer à jamais l’éternité.",https://www.youtube.com/watch?v=9RXQ79iazfU,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hqpC2DoL2AA9QFhtcRw9pJx8YWk.jpg,"Action,Drama,Fantasy","suicide, japan, samurai, based on true story, revenge, samurai sword, ronin, shogun, half breed, aggressive, vindictive","Japan, United States of America, United Kingdom","Mid Atlantic Films, Stuber Pictures, Moving Picture Company, H2F Entertainment, Universal Pictures, Relativity Media","https://image.tmdb.org/t/p/w300/gSS2OBc6dRsK2ewRx5lcwnARrpl.png, https://image.tmdb.org/t/p/w300/8lvHyhjr8oUKOOy2dKXoALWKdp0.png, https://image.tmdb.org/t/p/w300/5MYE96QiE5a5oFhXxFb4y8ILSpw.png","suicide,japan,based on true story,revenge,aggressive","Universal Pictures,Relativity Media",2013
tt0173840,2114,Final Fantasy : Les créatures de l'esprit,Final Fantasy: The Spirits Within,2001-07-02,106,137000000.0,85131830.0,US,en,6.2,1539.0,4.1,"Une scientifique livre son dernier combat sur Terre contre une invasion de fantômes extra-terrestres, avec l'aide d'une équipe indisciplinée de soldats.",https://www.youtube.com/watch?v=LELinrhRcVo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dgdj1VFvxwr8E8IcOxFJFKPHmC2.jpg,"Action,Adventure,Animation","future, dystopia, post-apocalyptic future, space travel, battle assignment, alien, downfall, soldier, scientist, fictional war, based on video game, adult animation, military, soul transference, motion capture, female scientist, alien creature, 2060s","Japan, United States of America","Chris Lee Productions, Square Pictures, Square USA, Columbia Pictures",https://image.tmdb.org/t/p/w300/71BqEFAF4V3qjjMPCpLuyJFB9A.png,"future,dystopia,post-apocalyptic future,space travel,alien,soldier,scientist,based on video game,adult animation,military",Columbia Pictures,2001
tt0841044,1845,2 Days in Paris,2 Days in Paris,2007-02-09,96,34250000.0,19776159.0,US,en,6.2,402.0,2.4,"Marion, photographe d'origine française, vit à New York avec Jack, architecte d'intérieur. Pour donner un nouveau souffle à leur relation, ils partent en voyage à Venise. Mais leur séjour est gâché lorsque Jack attrape une gastro-entérite. Ils décident alors de se rendre à Paris où Marion a toujours des attaches. Là encore, l'escapade amoureuse tourne court : entre les parents envahissants de la jeune femme, ses ex-petits copains dragueurs et la manie de Jack à prendre en photo la moindre pierre tombale, le couple ne trouve aucun répit ! Parviendront-ils à surmonter la tempête ? Ou passeront-ils maîtres dans l'art de la dispute ?",https://www.youtube.com/watch?v=UalV9UaFhTU,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6NZJwmGUOYjN9kt6GkfERlaEzv7.jpg,"Comedy,Drama,Romance","taxi, paris, france, venice, italy, italian american, photographer, culture clash, photography, taxi driver, restaurant owner, romcom, relationship problems, woman director","France, Germany","3L Filmproduktion, Polaris Film Productions, Tempête Sous Un Crâne Productions, Rezo Productions",https://image.tmdb.org/t/p/w300/wLtLQvO75g9YUcWLKhwZv6RaDuu.png,"paris,france,italy,romcom,relationship problems,woman director",,2007
tt2387559,146239,Delivery Man,Delivery Man,2013-10-10,103,26000000.0,51164106.0,US,en,6.2,1538.0,6.7,"Un ancien donneur de sperme découvre, des années plus tard, qu'il est le père de centaines d'enfants, dont une partie veut le rencontrer.",https://www.youtube.com/watch?v=T2tY4yan4Es,https://image.tmdb.org/t/p/w600_and_h900_bestv2/huXHYDclKT4RM1OvS3O7SXYRAU0.jpg,"Comedy,Drama","remake, sperm donor, artificial insemination","United States of America, India, Canada","DreamWorks Pictures, Reliance Entertainment, André Rouleau Productions, Touchstone Pictures","https://image.tmdb.org/t/p/w300/vru2SssLX3FPhnKZGtYw00pVIS9.png, https://image.tmdb.org/t/p/w300/kK4PRgceWp9KNrycD8xx8seWxYU.png, https://image.tmdb.org/t/p/w300/geK5QOBsXIPGHutKwXtYjMUyYSG.png",remake,"DreamWorks Pictures,Reliance Entertainment,Touchstone Pictures",2013
tt0433400,10033,Just Friends,Just Friends,2005-11-23,94,50000000.0,50817508.0,US,en,6.2,1714.0,5.7,"Adolescent, Rick assume mal son physique et se retrouve souvent victime des moqueries de camarades malintentionnés. Pour couronner le tout, Jamie, la plus jolie fille du lycée, ne voit dans leur relation qu'une franche camaraderie. Un jour c'en est trop : il quitte le New Jersey. Dix ans plus tard Rick est devenu la coqueluche de ces dames. Par un concours de circonstances, il retourne dans sa ville natale et retrouve Jamie, qu'il n'a jamais cessé d'aimer. Il décide alors de la conquérir, mais c'est sans compter sur Samantha ; la pop star insupportable dont il est le manager.",https://www.youtube.com/watch?v=W5ZQpBQyxh4,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xuqHqUCVXXfXkiq5xbz2mlWC06E.jpg,"Comedy,Romance","change, holiday, success, falling in love, hometown, arrogance, weight loss, christmas, awestruck","Germany, United States of America","BenderSpink, Cinezeta, Cinerenta",Non renseigné,"holiday,falling in love,christmas,awestruck",,2005
tt0349683,9477,Le Roi Arthur,King Arthur,2004-07-07,126,120000000.0,203567857.0,US,en,6.3,2832.0,4.9,"Après cinq siècles de domination, l'Empire romain, chaque jour plus affaibli, abandonne l'île de Bretagne pourtant menacée par l'invasion sanguinaire des Saxons. Avant d'être libérés de leurs obligations, Arthur et ses chevaliers se voient confier une dernière et dangereuse mission : ramener à l'abri une riche famille romaine qui vit au-delà du mur d'Hadrien.",https://www.youtube.com/watch?v=IHOZBopvNnI,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bwijSrT2bU3kYqDnbMzcz84mprn.jpg,"Action,Adventure,Drama","roman empire, king arthur, battle, 5th century, northumbria, hadrian’s wall","Ireland, United Kingdom, United States of America","Jerry Bruckheimer Films, World 2000 Entertainment, Touchstone Pictures, Green Hills Productions","https://image.tmdb.org/t/p/w300/c9dVHPOL3cqCr2593Ahk0nEKTEM.png, https://image.tmdb.org/t/p/w300/geK5QOBsXIPGHutKwXtYjMUyYSG.png",battle,"Jerry Bruckheimer Films,Touchstone Pictures",2004
tt0412637,13650,Delirious,Delirious,2007-07-04,107,27000000.0,659589.0,US,en,6.3,113.0,3.2,"Les, un petit photographe de célébrités désespéré de faire les choses en grand, se lie d'amitié avec Toby, un jeune sans-abri sans direction sauf un vague désir de devenir acteur. Quand par hasard, Toby devient amoureux de K'Harma Leeds, la pop star la plus chaude du moment, Les devient jaloux et prépare sa vengeance.",https://www.youtube.com/watch?v=216ajCU3mpI,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ntCaIRYxnti3auMuGALVZBgLVw6.jpg,"Comedy,Drama,Romance",Non renseigné,"Luxembourg, United States of America","Artina Films, Peace Arch Entertainment Group, Thema Production",https://image.tmdb.org/t/p/w300/sUWGEjxxCU5McOoD2JPrJHDW7K3.png,,,2007
tt0432021,7737,Resident Evil : Extinction,Resident Evil: Extinction,2007-09-20,90,45000000.0,147717833.0,US,en,6.3,4404.0,1.4,"Alice mène une lutte sans merci contre la toute-puissante Umbrella Corporation et le virus mortel qui transforme les humains en zombies. Alice se cache désormais dans le désert du Nevada. Elle retrouve Carlos Olivera et L.J., ainsi que de nouveaux survivants, Claire, K-Mart et Nurse Betty. Autrefois capturée par Umbrella Corporation, Alice avait subi des expériences biogéniques qui ont modifié ses fonctions vitales. Ce qui devait l'affaiblir n'a fait que la renforcer, et chacun de ses pouvoirs fabuleusement amplifiés sera utile dans l'affrontement sans merci qui s'annonce…",https://www.youtube.com/watch?v=lb52BesCCa8,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zSMpiYHle0lOhL1SK3W1v0Hr9go.jpg,"Action,Horror,Sci-Fi","clone, dystopia, mutant, post-apocalyptic future, conspiracy, evil corporation, zombie, based on video game, intense, awestruck, skräck","Canada, France, Germany, United States of America","Screen Gems, Impact Pictures, Davis Films, Constantin Film","https://image.tmdb.org/t/p/w300/bz6GbCQQXGNE56LTW9dwgksW0Iw.png, https://image.tmdb.org/t/p/w300/kZ99mxyNvNgyAFjm7rcl9vfYmU8.png, https://image.tmdb.org/t/p/w300/i7Z9ot2o3N5Sa3HrF09kniFs2y8.png","dystopia,mutant,post-apocalyptic future,conspiracy,zombie,based on video game,intense,awestruck","Screen Gems,Davis Films,Constantin Film",2007
tt0480255,34813,The Losers,The Losers,2010-04-23,97,25000000.0,23580000.0,US,en,6.3,1895.0,6.1,"Un commando des Forces Spéciales est envoyé en Bolivie pour arrêter un grand trafiquant de drogue. Max, le chef de l'opération, les envoie, en réalité, dans un piège: il les abandonne sur place et retourne aux États-Unis où il compte vendre une puissante arme à des terroristes. Aidé par la mystérieuse Aisha, le groupe parvient à rentrer en Amérique où ils tentent de faire échouer le dangereux projet de Max...",https://www.youtube.com/watch?v=H2Fuj3ciS7Y,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zLcH2nIwTCJUUKKvoEpjtmLLpBi.jpg,"Action,Adventure,Comedy","based on comic, hospital, black ops","United States of America, France","Dark Castle Entertainment, Weed Road Pictures, Warner Bros. Pictures, DC Vertigo","https://image.tmdb.org/t/p/w300/dVSnNBwhb0WW5zGis3HjI6Q66Gp.png, https://image.tmdb.org/t/p/w300/iafkKMpcRfEXq9a4sQf0h6tg2E2.png, https://image.tmdb.org/t/p/w300/ingPVoHnINIrFR7WHmYux1f5pES.png, https://image.tmdb.org/t/p/w300/5fnvtywvYSkskSJr99VcR3x9RTE.png","based on comic,hospital",Warner Bros. Pictures,2010
tt0219965,3172,Bandits,Bandits,2001-10-12,122,75000000.0,67631903.0,US,en,6.3,1058.0,6.7,"Bandits de profession, Joe Blake et Terry Collins s'évadent de prison avec comme unique ambition de cambrioler quelques banques pour ensuite s'installer au Mexique et s'assurer une retraite paisible. Ces Robin des bois des temps modernes sont devenus en quelque temps les coqueluches des États-Unis.Ils ont pour habitude de prendre en otage le directeur de la banque et sa famille la veille d'un hold-up, de dîner et de passer la nuit chez eux, pour ensuite se rendre à la banque avec le directeur le lendemain matin, avant l'heure d'ouverture. Ainsi, pas d'effraction, ni de mauvaise surprise !Jusqu'au jour où leur route croise celle d'une charmante otage, Kate Wheeler. À leur grand étonnement, celle-ci se montre enthousiaste à l'idée de les suivre dans leurs aventures. Sa fougue et son engouement pour leur cause conquièrent bientôt le cœur des deux hors-la-loi.",https://www.youtube.com/watch?v=4pUrrb5HQZA,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4wk4SoFeM2nhHom4XcAyIMXlNmp.jpg,"Action,Comedy,Crime","prison, hostage, bank manager, bank robber, motel, dark comedy, heist, money, prison break, disguises, cement truck","United States of America, Switzerland","Epsilon Motion Pictures, Lotus Pictures, Baltimore/Spring Creek Pictures, Cheyenne Enterprises, Metro-Goldwyn-Mayer, Hyde Park Entertainment, Empire Pictures","https://image.tmdb.org/t/p/w300/wp7NwsxxHT8sqPaek6SlxnXlkP4.png, https://image.tmdb.org/t/p/w300/usUnaYV6hQnlVAXP6r4HwrlLFPG.png, https://image.tmdb.org/t/p/w300/5foKpTGXamv6BP4VwCqeWr5Jsdt.png","prison,hostage,dark comedy,heist,money","Epsilon Motion Pictures,Metro-Goldwyn-Mayer",2001
tt0462465,10529,Outlander : Le Dernier Viking,Outlander,2008-04-24,115,50000000.0,7033683.0,US,en,6.4,1345.0,3.5,"Sous le règne des Vikings, un homme venu de l'espace - Kainan - s'écrase sur la Terre, apportant avec lui une créature terrifiante, un prédateur extraterrestre connu sous le nom de Moorwen. Alors que la bête plonge les environs dans le chaos, les vikings, d'abord suspicieux envers ce mystérieux étranger, s'associent bientôt à Kainan pour en venir à bout. Lui seul pourra les mener à la victoire...",https://www.youtube.com/watch?v=9l0c6QveKxo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/akUOx1TmSNo21KjrcSe0lebNhtc.jpg,"Action,Adventure,Sci-Fi","monster, flying saucer, predator, vikings (norsemen), norway, alien, alien invasion","Germany, United States of America","Ascendant Pictures, Rising Star Productions, VIP Medienfonds 4, Virtual Films, Outlander Productions",https://image.tmdb.org/t/p/w300/j7grgeyXof8VBmqbBBSNaqVoOCb.png,"monster,alien,alien invasion",,2008
tt0184894,8584,Shanghaï kid,Shanghai Noon,2000-05-26,106,55000000.0,99274467.0,US,en,6.4,2667.0,7.8,"Au XIXe siècle, le maladroit Chon Wang compte parmi les membres de l'illustre garde de l'empereur de Chine. Lorsque la princesse Pei Pei est enlevée dans la Cité interdite, Wang se sent responsable. Il insiste pour se joindre à l'élite chargée de retrouver la belle. Afin d'échapper aux poursuites, les ravisseurs ont traversé les mers et se sont installés en Amérique. La piste des malfrats conduit Wang et ses compagnons dans le Nevada. L'Ouest sauvage, dont la culture se démarque de celle de l'Extrême-Orient, déstabilise la troupe. Wang est séparé des autres et continue seul ses recherches. Jusqu'à ce qu'il trouve un partenaire de fortune, Roy O'Bannon...",https://www.youtube.com/watch?v=kPg-1kkBym8,https://image.tmdb.org/t/p/w600_and_h900_bestv2/eXCaLrvdyZ09Nd3Rv1B6Apryh3V.jpg,"Action,Adventure,Comedy","princess, rescue, martial arts, native american, sioux, travel, chinese, cowboy, duringcreditsstinger, 19th century, action hero, good versus evil","United States of America, Hong Kong","Touchstone Pictures, Spyglass Entertainment, Birnbaum/Barber Productions, JCE Movies","https://image.tmdb.org/t/p/w300/geK5QOBsXIPGHutKwXtYjMUyYSG.png, https://image.tmdb.org/t/p/w300/6SHlNIype9zmyEMRsBtoueUtLsq.png, https://image.tmdb.org/t/p/w300/prHrgMVMpZnTgEWYo9Mi7nyka34.png","princess,rescue,martial arts,travel,duringcreditsstinger,19th century,action hero,good versus evil","Touchstone Pictures,Spyglass Entertainment",2000
tt0364725,9472,Dodgeball - Même pas mal !,DodgeBall: A True Underdog Story,2004-06-18,99,20000000.0,168423227.0,US,en,6.4,3664.0,5.2,"Peter LaFleur est le charismatique et sous‐estimé propriétaire d’un club de gym, pompeusement appelé Average Joe’s. Mais l’endroit attire les convoitises de White Goodman, une puissante figure du monde du sport, propriétaire du rutilant Globo Gym. Une banque commissionne une experte, Kate Veatch, pour s’infiltrer dans les rouages directionnels de l’Average Joe’s afin de finaliser l’OPA de la petite salle de gym par le complexe géant de fitness. Mais c’était sans compter sur les charmes enfantins de Peter qui, rapidement, acquiert à sa cause la belle Kate. Une alternative se présente à eux pour sauver l’Average Joe’s : se lancer dans une compétition de dodgeball avec pour adversaires les gros bras du Globo Gym.",https://www.youtube.com/watch?v=qxnh0_Q1WR4,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8iksrCNvfabzefS2A9XUh9ewrVn.jpg,"Comedy,Sport","underdog, sports, love at first sight, competition, gymnasium, bodyguard, oddball, cheerleader, cheerleading, sexual harassment, breaking the fourth wall, pirate, workout, megalomaniac, lgbt, sport competition, against the odds, mentor protégé relationship, weight loss, referee, aftercreditsstinger, duringcreditsstinger, guide book, dodgeball, instructional video, girl scouts, candid, small business, handicapped, casual, rules and regulations, food addiction, amused, appreciative, exhilarated","United States of America, Germany","20th Century Fox, Red Hour, Mediastream Vierte Film","https://image.tmdb.org/t/p/w300/qZCc1lty5FzX30aOCVRBLzaVmcp.png, https://image.tmdb.org/t/p/w300/4uLKLjGivVg2YnAIhAn8k7ZuVFj.png","sports,competition,breaking the fourth wall,lgbt,aftercreditsstinger,duringcreditsstinger,candid,amused,appreciative,exhilarated","20th Century Fox,Red Hour",2004
tt1541160,62046,Hold-Up$,Flypaper,2011-08-19,82,5000000.0,3142154.0,US,en,6.4,777.0,1.1,"Plusieurs braquages opérés par des gangs différents ont lieu simultanément dans la même banque. Un des otages tente de comprendre les raisons de cette troublante coïncidence. Mais en tombant sous le charme d’une guichetière aguicheuse, la tâche ne lui est pas facilitée...",https://www.youtube.com/watch?v=U7Zw2dPEbkk,https://image.tmdb.org/t/p/w600_and_h900_bestv2/w1I71mMkY9ioBv8A2CThNSyG45z.jpg,"Comedy,Crime,Mystery","shootout, dead woman, bank robbery","Germany, United States of America","The Safran Company, Rising Star Productions, Foresight Unlimited, Shifting Gears Entertainment",https://image.tmdb.org/t/p/w300/odU3l6csuBmXUrzFm6araUgEUHQ.png,"shootout,bank robbery",The Safran Company,2011
tt1126618,38357,Morning Glory,Morning Glory,2010-11-10,107,40000000.0,60040976.0,US,en,6.4,1574.0,2.3,"Bien qu’elle soit jeune, jolie, dynamique et ambitieuse, Becky Fuller est en pleine traversée du désert professionnelle et sentimentale. Aussi, lorsqu’on propose à cette productrice TV de reprendre ""Daybreak"", la matinale la moins regardée du pays, elle accepte le défi sans hésiter. Pour booster l’audience, elle décide d’engager Mike Pomeroy, le journaliste de légende de la chaîne. Mais le charisme de Mike n'a d'égal que ses caprices de star, et ses relations sont électriques avec Colleen Peck, sa co-présentatrice. Les coups bas hors-plateau s’accompagnent très vite de petites phrases assassines à l’antenne…Dans le même temps, Becky craque pour un producteur de la chaîne, mais sentiments et travail ne font pas toujours bon ménage. Parviendra-t-elle à sortir l’émission de l’impasse et à trouver l’amour ?",https://www.youtube.com/watch?v=c5d1dJEIPy4,https://image.tmdb.org/t/p/w600_and_h900_bestv2/pbj7kiFwUP5qSGcsqc7wIvKUfUM.jpg,"Comedy,Drama,Romance","new york city, workaholic, tv ratings, television producer, work ethic, morning show, tv reporter, tv show in film, tv host, tv news anchor, city life","United States of America, United Kingdom","Bad Robot, Goldcrest, Paramount Pictures","https://image.tmdb.org/t/p/w300/p9FoEt5shEKRWRKVIlvFaEmRnun.png, https://image.tmdb.org/t/p/w300/yDDFvMZAEbLGAm90LxzmayEfvE5.png, https://image.tmdb.org/t/p/w300/lH1dIv66K2BLgyDa3I3Pj6Q2Lre.png",new york city,"Bad Robot,Paramount Pictures",2010
tt0164184,4614,La Somme de toutes les peurs,The Sum of All Fears,2002-05-31,124,68000000.0,193921372.0,US,en,6.4,1856.0,6.9,"Le Président russe vient de décéder. Un groupe de néo-nazis parvient à s'emparer d'une bombe nucléaire datant de la Guerre du Kippour. Leur prochaine cible : la ville américaine de Baltimore, où doit se dérouler la finale du Superbowl. Les terroristes espèrent ainsi que la panique générale relancera la défunte Guerre Froide. Parallèlement, des généraux extrémistes lancent une attaque chimique sur Grozny, anéantissant ainsi la capitale tchétchène au nom du gouvernement russe. Le directeur de la CIA, Bill Cabot, engage alors les services d'un brillant et intègre agent spécialiste de la Russie, Jack Ryan, afin de faire la lumière sur les derniers événements. Selon celui-ci, les principaux responsables ne sont pas les autorités russes. Jack doit faire vite pour trouver des preuves tangibles qui corroboreront sa thèse.",https://www.youtube.com/watch?v=Qhi9kdE9EBo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ht8mH8X1IiPgYoslTn8d6KEmZ2g.jpg,"Action,Drama,Thriller","central intelligence agency (cia), usa president, based on novel or book, atomic bomb, spy, cold war, intelligence, chechnya, intelligence agency, nuclear explosion, terrorism, jack ryan, ex military, russian president, baltimore, maryland, cia analyst, intelligence analyst, arms inspection, imminent threat","Canada, Germany, United States of America","Paramount Pictures, Mace Neufeld Productions",https://image.tmdb.org/t/p/w300/lH1dIv66K2BLgyDa3I3Pj6Q2Lre.png,"central intelligence agency (cia),usa president,based on novel or book,spy,terrorism",Paramount Pictures,2002
tt0209163,1734,Le Retour de la momie,The Mummy Returns,2001-05-04,129,98000000.0,443280904.0,US,en,6.4,7398.0,12.8,"En 1935, Rick O’Connell et sa femme Evelyn mènent une vie paisible à Londres avec Alex, leur fils talentueux. Mais une nouvelle catastrophe se prépare dans les profondeurs du désert saharien. Six mille ans avant notre ère, le roi Scorpion, fit un pacte avec le dieu Anubis, qu’il trahit. Damné pour l’éternité, il est sur le point de sortir des limbes et de lever l’armée d’Anubis pour dévaster la planète. Une secte mystérieuse et avide de pouvoir menée par le diabolique Lock Nah et la séduisante Meela, ramènent à la vie la seule créature capable de faire face au roi Scorpion : le grand prêtre Imhotep, condamné depuis trois mille ans à errer comme un mort‐vivant pour avoir séduit la favorite du Pharaon. Sa momie est entreposée dans une salle secrète du British Museum. Ardeth Bay, chef militaire des Medja, implore O’Connell d’empêcher ce forfait aux conséquences désastreuses.",https://www.youtube.com/watch?v=3H5MELBd10I,https://image.tmdb.org/t/p/w600_and_h900_bestv2/lpoNz4jcuRGki78ucF0et4Uy3vB.jpg,"Action,Adventure,Fantasy","egypt, pyramid, son, mummy, nile, sequel, tomb, ancient egypt, 1930s, egyptian tomb, good versus evil, witty","United States of America, Morocco, Jordan, United Kingdom","Universal Pictures, Alphaville Films, Imhotep Productions","https://image.tmdb.org/t/p/w300/8lvHyhjr8oUKOOy2dKXoALWKdp0.png, https://image.tmdb.org/t/p/w300/7ZymELJwuWR4k5p0oeZ3d3WAhO3.png","sequel,1930s,good versus evil,witty",Universal Pictures,2001
tt0472399,27582,Le Flingueur,The Mechanic,2011-01-13,92,40000000.0,51070807.0,US,en,6.5,3446.0,5.8,Un tueur à gages sur le déclin se lie d'amitié avec un jeune homme voulant devenir tueur professionnel. Il se pourrait bien qu'il ait trouvé son successeur…,https://www.youtube.com/watch?v=soKGihcLSB0,https://image.tmdb.org/t/p/w600_and_h900_bestv2/k37axEHszFP9WOVvbozxF0r7X7g.jpg,"Action,Crime,Thriller","chicago, illinois, research, martial arts, assassin, prostitute, airport, mentor, new orleans, louisiana, training, car crash, elite, remake, security, set up, mentor protégé relationship, contractor, aggressive, vengeance, avenging son, colombia, suspenseful, ominous","United States of America, Germany","CBS Films, Chartoff-Winkler Productions, Millennium Media, Nu Image Entertainment","https://image.tmdb.org/t/p/w300/xuJSR4dWsvkE194aemIJwflyNF2.png, https://image.tmdb.org/t/p/w300/kuUIHNwMec4dwOLghDhhZJzHZTd.png","illinois,martial arts,assassin,prostitute,car crash,remake,aggressive,vengeance,suspenseful",Millennium Media,2011
tt7985704,739405,Opération Fortune : Ruse de guerre,Operation Fortune: Ruse de Guerre,2023-01-04,114,50000000.0,48983306.0,US,en,6.5,1774.0,6.9,L'agent spécial Orson Fortune et son équipe d'agents recrutent l'une des plus grandes stars de cinéma d'Hollywood pour les aider dans une mission d'infiltration lorsque la vente d'une nouvelle technologie d'armes mortelle menace de perturber l'ordre mondial.,https://www.youtube.com/watch?v=JadL_lVzdjQ,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vQGw9lzfh9hEoYSOWAE5XbZ6J7s.jpg,"Action,Adventure,Comedy","martial arts, london, england, showdown, madrid, spain, espionage, spy, secret agent, shootout, cannes, france","United Kingdom, United States of America","Miramax, STXfilms, Toff Guy Films","https://image.tmdb.org/t/p/w300/m6AHu84oZQxvq7n1rsvMNJIAsMu.png, https://image.tmdb.org/t/p/w300/bAxh897TGgdR0Py6wdd0UuE147Z.png","martial arts,london,england,spain,spy,secret agent,shootout,france","Miramax,STXfilms,Toff Guy Films",2023
tt0293564,5174,Rush Hour 3,Rush Hour 3,2007-08-08,91,140000000.0,258097122.0,US,en,6.5,3548.0,8.2,"Dans quelques heures, l'ambassadeur chinois Han compte révéler l'identité du maître du plus puissant syndicat criminel du monde, les Triades chinoises. Lee est chargé de le protéger. Lorsque Carter, relégué depuis quelque temps à la circulation, apprend que l'ambassadeur vient de se faire tirer dessus, il se précipite sur les lieux pour intervenir, mais il ne parvient qu'à gêner Lee et à permettre à l'assassin de s'enfuir.",https://www.youtube.com/watch?v=gliQgQswQP0,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jOnVPZ06WwQiJuBA4hrdguEzLkH.jpg,"Action,Comedy,Crime","martial arts, ambassador, cop, los angeles, california, interracial friendship, buddy cop, criminal organization, action hero","United States of America, Germany","New Line Cinema, Roger Birnbaum Productions, Arthur Sarkissian Productions, Unlike Film Productions",https://image.tmdb.org/t/p/w300/2ycs64eqV5rqKYHyQK0GVoKGvfX.png,"martial arts,los angeles,california,buddy cop,action hero",New Line Cinema,2007
tt0472062,6538,La Guerre selon Charlie Wilson,Charlie Wilson's War,2007-12-19,105,75000000.0,119483446.0,US,en,6.5,1584.0,4.0,"Au début des années 80, le délégué du Deuxième District du Texas Charlie Wilson était surtout connu à Washington comme un noceur et un bon vivant accumulant conquêtes et scandales. Mais sa personnalité flamboyante dissimulait un sens politique aigu, une solide connaissance de la scène internationale, un patriotisme à toute épreuve et un attachement viscéral aux causes qu'on dit perdues. L'Afghanistan serait son plus beau combat...Charlie avait parmi ses relations la richissime Joanne Herring, anticommuniste fervente qui visait rien moins que la chute de l'empire soviétique. Trouvant trop timide la réaction américaine à l'invasion de l'Afghanistan, elle persuada Wilson de la nécessité de porter secours aux Moudjahidin. Charlie enrôla pour cette mission l'agent de la CIA Gust Avrakotos, un battant d'origine modeste snobé par la hiérarchie et qui brûlait d'en découdre avec les Russes.",https://www.youtube.com/watch?v=VtTpIrKNhQg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/31pA7FQgHURFWXxycHTd7op1LOt.jpg,"Biography,Comedy,Drama","central intelligence agency (cia), helicopter, washington dc, usa, congress, cairo, alcohol, refugee camp, cold war, rocket launcher, ladykiller, jerusalem, munition, based on true story, pakistan, afghanistan war (2001-2021), belly dancing, dollar, congressman, 1980s, historical comedy","Germany, United States of America","Universal Pictures, Relativity Media, Participant, Playtone, MP Munich Pape Filmproductions","https://image.tmdb.org/t/p/w300/8lvHyhjr8oUKOOy2dKXoALWKdp0.png, https://image.tmdb.org/t/p/w300/5MYE96QiE5a5oFhXxFb4y8ILSpw.png, https://image.tmdb.org/t/p/w300/pAQW38WU8ychBvYU2aGPTEbynEN.png, https://image.tmdb.org/t/p/w300/cdwjRVcXP9zws9gkiim0KkBNs9N.png","central intelligence agency (cia),washington dc,usa,alcohol,based on true story,1980s","Universal Pictures,Relativity Media,Participant,Playtone",2007
